,TwittID,TextData,TweetCreatedAt,RetweetCount,TweetFavouriteCount,TweetSource,UserID,UserScreenName,UserName,UserCreatedAt,UserDescription,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,HttpCount,HashtagCount,MentionCount,TweetCount
30,1120412846016356353,"RT @CARbuzz7: 池袋事故の飯塚幸三の息子は飯塚智浩で特定？

https://t.co/wSQQa23lZo",2019-04-22 19:43:33,46,0,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,1,0,1,8
31,1120412820955389952,"RT @rk965: 池袋プリウス暴走の飯塚幸三容疑者、東京都板橋区弥生町に住んでいない気がする。
住所がばれないように妻が転出・転入届を済ませることは可能。たぶん板橋区内で異動を済ませたのだろう。FBを消すぐらいだからな…。

というのも、弥生町は容疑者が運転するには道が細い…",2019-04-22 19:43:27,13,0,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,0,0,1,8
32,1120412725828567040,"RT @de_de_n_no_de_n: @sharenewsjapan 身分が晒されてました。
平成27年秋の貿易経済協力局 瑞宝重光章の勲章受章者
飯塚幸三
〒173-0021 東京都板橋区弥生町
とのこと。
さらに詳しい情報が次のページで晒されてます。
https://t…",2019-04-22 19:43:04,62,0,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,1,0,2,8
33,1120412544454336512,"RT @G_takatoshi: 殺人者・飯塚幸三
多数の人をはねたのに救助も119番もせず、己の過去の地位を心配してバカ息子にFacebook削除と電話解約を指示。
こんな事出来るなら、119番出来たはず。
こいつは救急車にて病院で逮捕を逃れる。
親父の支持で、行動をしたバカ…",2019-04-22 19:42:21,17823,0,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,0,0,1,8
34,1068554103083520000,"@akinomono 2018年がキャリアハイだぞ。
よく覚えておけ。
2019年から右肩下がり。",2018-11-30 17:15:25,0,1,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,0,0,1,8
35,1068409055243190272,"@Daily_Online @carp__mania 巨人で40歳を迎えられるかな？
他球団から巨人に移籍した選手の晩年の末路を今まで何人も見て来ただろうに。",2018-11-30 07:39:03,0,0,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,0,0,2,8
36,1068314673865347072,"@akinomono やっぱりか...。
まあ、今年がキャリアハイだよ。
来年はHR30本いかないだろうし、2021年前後に戦力外リスト入り。でもカープに戻って来るのは大歓迎。",2018-11-30 01:24:01,0,2,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,0,0,1,8
37,1060091355018326016,@akinomono 巨人に行ったら2、3年が華だよ。そのあとはポイ捨て。生え抜きとは違うからね。,2018-11-07 08:47:29,1,5,Twitter Web App,4199050153,donynyn1,まる,2015-11-11 07:31:22,,0,4,24,,0,0,1,8
38,1120412850273566723,RT @Harley_Woody: The best #iPadPro 9.7 #cases and #covers https://t.co/aNzuzR7BDa via @DigitalTrends https://t.co/MLkYYFXCkK,2019-04-22 19:43:34,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,3,2,1207477
39,1120412848440606720,RT @Harley_Woody: Check out this video of a functional PC that’s encased in pasta https://t.co/VdFnIsZE2j via @DigitalTrends https://t.co/o…,2019-04-22 19:43:33,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,2,1207477
40,1120412846851067904,RT @Harley_Woody: No car? #SiriusXM’s $8 a month streaming plan has everything but #HowardStern https://t.co/aHwNh880vk via @DigitalTrends…,2019-04-22 19:43:33,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",1,2,2,1207477
41,1120412845286592518,RT @Harley_Woody: The best A/V receivers for 2019 https://t.co/dZneXX2iVN via @DigitalTrends https://t.co/VWldSBJPYI,2019-04-22 19:43:33,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,2,1207477
42,1120412843793420288,RT @Harley_Woody: #Microsoft deal takes up to $400 off select #Surface Book 2 laptops https://t.co/2YYhcNl8Bn via @DigitalTrends https://t.…,2019-04-22 19:43:32,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,2,2,1207477
43,1120412842136678400,"RT @Harley_Woody: Best Buy zaps price on #NestSecurealarm, Nest Cam, and #GoogleHomeMini bundle https://t.co/wZQ1KUjYCK via @DigitalTrends…",2019-04-22 19:43:32,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",1,2,2,1207477
44,1120412840622546944,RT @Harley_Woody: The Best #GoogleHome Games https://t.co/iAoeBn2VD6 via @DigitalTrends https://t.co/aaVooDhcBb,2019-04-22 19:43:32,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,2,1207477
45,1120412728382906368,RT @Harley_Woody: 13 hilarious reviews of the #MuellerReport on #Goodreads https://t.co/U8ihH00Hko https://t.co/P1tUVp8zYK,2019-04-22 19:43:05,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,2,1,1207477
46,1120412726826885126,RT @Harley_Woody: Do something good for #EarthDay: Change how you get around https://t.co/it9ahWt8ee https://t.co/OdW1hXoSaE,2019-04-22 19:43:04,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,1,1207477
47,1120412725350404097,RT @Harley_Woody: 'Avengers: Endgame': Status of every character after 'Infinity War' https://t.co/sMOnNFz7Yo https://t.co/lBdmP6lQ6Z,2019-04-22 19:43:04,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,1,1207477
48,1120412723756568576,RT @Harley_Woody: Samsung Delays the Release of Its Galaxy Fold Smartphone https://t.co/XRWcwmFzc9 https://t.co/sgc70noTXI,2019-04-22 19:43:04,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,1,1207477
49,1120412721860829184,RT @Harley_Woody: 14 Mueller Report Takeaways You Might Have Missed https://t.co/bNh1ubQHpf https://t.co/9oA2wyoVcM,2019-04-22 19:43:03,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,1,1207477
50,1120412720266981377,RT @Harley_Woody: Norwich on brink of Premier League despite fourth successive draw https://t.co/dYZizhMh0f https://t.co/mPoW6cSWKJ,2019-04-22 19:43:03,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,1,1207477
51,1120412340594388992,RT @Harley_Woody: Ex-GOP Rep. #JoeWalsh Calls Out #Republicans For Post-#MuellerReport Silence: They’re Too ‘Afraid to Speak Up’ https://t.…,2019-04-22 19:41:32,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",1,2,1,1207477
52,1120412218376507393,RT @Harley_Woody: Playoff drama lacking as Bucks close in on sweep https://t.co/JWRpNaIbJF #Sports https://t.co/ItdbhRY37Q,2019-04-22 19:41:03,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,1,1207477
53,1120412216992440321,RT @Harley_Woody: PokerStars fined $10K for taking bets on NJ college teams https://t.co/5kQ2ZsROko #Sports https://t.co/dOd5cg7t8S,2019-04-22 19:41:03,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,1,1207477
54,1120412215490883586,RT @Harley_Woody: Pacers face offseason questions after another 1st round exit https://t.co/RWvSJDn2p6 #Sports https://t.co/S35yMtAiPq,2019-04-22 19:41:03,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,1,1207477
55,1120412095311433729,#HughLaurie-Led Sci-Fi Comedy From Veep Creator Snags #HBO Series Order https://t.co/Z6gZ4diyYB https://t.co/eoH7zdtdIV,2019-04-22 19:40:34,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,2,0,1207477
56,1120411589595860992,#Prince’s Memoir To Be Released Three Years After His Death https://t.co/hgNKF6TITV https://t.co/ORwzWbUNgz,2019-04-22 19:38:33,0,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,0,1207477
57,1120411483308023813,HBO Orders #ArmandoIannucci’s ‘#Avenue5’ to Series https://t.co/r6d9oYyNOp https://t.co/hvVkKwj7gk,2019-04-22 19:38:08,0,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,1,0,1207477
58,1120411478010605570,‘#SavedbytheBell’ Cast Reunites to Celebrate 30th Anniversary https://t.co/fF5GH1Mkd4 https://t.co/xnBlD9ZdUm,2019-04-22 19:38:07,0,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,0,1207477
59,1120411471127695361,#WWE Legend #MickFoley Joins #DavidArquette’s ’#12HourShift’ (Exclusive) https://t.co/j2cvB7z8s1 https://t.co/ZQxnYU2aYf,2019-04-22 19:38:05,0,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,3,0,1207477
60,1120411337207812097,RT @Harley_Woody: I’m not sure you did that right… (29 Photos) https://t.co/qXFc0z15sm https://t.co/M81MMUP49I,2019-04-22 19:37:33,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,1,1207477
61,1120411335647531009,RT @Harley_Woody: Would you have the balls to mama bird an alligator? (#Video) https://t.co/2Gccv9RkBZ https://t.co/LOdqEgMN1y,2019-04-22 19:37:33,1,0,dlvr.it,318355178,CurrentSocials,ω๏๏∂y,2011-06-16 10:52:41,"ι ℓ๏v૯ мy hαરℓ૯y, b૯αch૯ร αη∂ ๏ƒ c๏υરร૯, мυรιc! y๏υ cαη η૯v૯ર b૯ ๏ℓ∂ αη∂ ωιร૯ ιƒ y๏υ ω૯ર૯ η૯v૯ર y๏υηg αη∂ cરαzy! Media tweets not necessarily my opinion.",153,2499,86,"√α. в૯α૮ђ, √¡૨g¡ท¡α",2,0,1,1207477
